id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,loan_performance
1106347,10000,10000, 36 months,7.9,312.91,4 years,RENT,40000.0,Current,debt_consolidation,FL,19.23,0.0,2003-11-28 08:30:00,,17.0,8820.0,26.0,2982.16,8147.2,7017.84,1129.36,Good
1106684,14500,14500, 36 months,7.51,451.11,7 years,MORTGAGE,150000.0,Fully Paid,small_business,CA,5.13,0.0,1994-01-16 02:54:00,,14.0,18638.0,41.0,0.0,15436.71,14500.0,936.71,Good
1106874,20000,20000, 36 months,11.71,661.52,2 years,RENT,45000.0,In Grace Period,debt_consolidation,CA,15.92,0.0,2002-02-03 06:38:00,,9.0,23736.0,12.0,7145.65,16120.06,12854.35,3265.71,Bad
1107068,28000,28000, 60 months,14.65,660.99,9 years,RENT,76000.0,Current,small_business,MD,20.54,0.0,2005-03-19 07:10:00,,11.0,13594.0,19.0,18736.71,16521.75,9263.29,7258.46,Good
1107240,8000,8000, 36 months,7.9,250.33,7 years,MORTGAGE,58075.0,Fully Paid,debt_consolidation,NC,20.76,0.0,2004-09-21 10:27:00,,7.0,6100.0,15.0,0.0,8250.0,8000.0,250.0,Good
1107506,9500,9500, 36 months,10.65,309.45,1 year,RENT,42000.0,Current,debt_consolidation,MA,17.46,0.0,2003-10-27 09:08:00,,6.0,7672.0,18.0,3238.0,7725.45,6262.01,1463.44,Good
1107794,3000,3000, 36 months,7.9,93.88,6 years,RENT,24000.0,Fully Paid,debt_consolidation,CA,27.4,0.0,2006-01-14 11:03:00,,9.0,6116.0,16.0,0.0,3267.48,3000.0,267.48,Good
1108091,10000,10000, 36 months,16.29,353.01,10+ years,MORTGAGE,76500.0,Current,debt_consolidation,WA,19.29,0.0,2002-05-05 06:03:00,,11.0,20940.0,18.0,3588.5,8819.49,6411.5,2407.99,Good
1108424,13800,13800, 60 months,16.77,341.27,10+ years,RENT,42000.0,Late (31-120 days),credit_card,OH,20.47,0.0,2005-09-17 12:11:00,,6.0,8846.0,10.0,10414.67,7024.66,3385.33,3639.33,Bad
1108567,24925,24925, 36 months,12.69,836.11,10+ years,MORTGAGE,60000.0,Fully Paid,credit_card,CA,22.94,1.0,1999-10-19 02:02:00,1.0,12.0,37548.0,30.0,0.0,26858.56,24925.01,1933.55,Good
1108817,14000,14000, 36 months,9.91,451.15,7 years,RENT,163000.0,Current,credit_card,IL,7.47,0.0,2004-05-25 01:16:00,,7.0,9492.0,36.0,4735.1,11266.75,9264.9,2001.85,Good
1109059,11000,11000, 36 months,9.91,354.48,3 years,RENT,40000.0,Fully Paid,credit_card,CA,13.57,0.0,2003-07-30 09:19:00,,16.0,9276.0,25.0,0.0,11807.58,11000.0,807.58,Good
1109370,13600,13600, 36 months,6.03,413.93,6 years,OWN,37000.0,Current,debt_consolidation,TX,21.53,0.0,1987-10-23 09:49:00,,12.0,17949.0,21.0,4420.76,10345.85,9179.24,1166.61,Good
1109597,13200,13200, 36 months,8.9,419.15,9 years,RENT,50000.0,Current,debt_consolidation,MI,18.89,0.0,2004-08-24 01:20:00,,8.0,6836.0,13.0,4419.03,10469.87,8780.97,1688.9,Good
1109782,18000,18000, 60 months,17.58,452.98,5 years,RENT,72000.0,Late (31-120 days),debt_consolidation,CT,17.72,0.0,1992-11-19 08:27:00,,12.0,29513.0,38.0,13396.14,9489.69,4603.87,4885.82,Bad
1110001,18000,18000, 36 months,7.9,563.23,10+ years,MORTGAGE,36000.0,In Grace Period,debt_consolidation,KS,9.4,0.0,2001-01-12 09:11:00,,12.0,14561.0,26.0,6486.81,13507.2,11513.19,1994.01,Bad
1110211,35000,35000, 36 months,12.69,1174.07,10+ years,MORTGAGE,125000.0,Current,debt_consolidation,KS,14.93,0.0,1993-10-22 08:12:00,,7.0,44559.0,28.0,12160.0,29314.71,22840.0,6474.71,Good
1110455,12000,12000, 36 months,10.65,390.88,10+ years,OWN,89000.0,Fully Paid,debt_consolidation,VA,5.38,0.0,1999-01-24 12:03:00,,7.0,11939.0,8.0,0.0,13721.6,12000.0,1721.6,Good
1110785,10000,10000, 36 months,7.51,311.11,10+ years,RENT,55000.0,Fully Paid,debt_consolidation,TX,25.83,0.0,1998-07-28 05:07:00,46.0,9.0,14195.0,21.0,0.0,10645.37,10000.0,645.37,Good
1110996,4500,4500, 36 months,8.9,142.89,3 years,OWN,54000.0,Fully Paid,credit_card,NC,24.44,0.0,2002-03-09 05:05:00,,11.0,23210.0,22.0,0.0,4796.1,4500.0,296.1,Good
1111351,8000,8000, 36 months,13.49,271.45,< 1 year,MORTGAGE,39600.0,Current,car,HI,19.03,0.0,2002-04-09 11:15:00,,12.0,9106.0,17.0,2803.07,6774.01,5196.93,1577.08,Good
1111595,6000,6000, 36 months,12.42,200.5,6 years,MORTGAGE,91000.0,Current,debt_consolidation,IL,20.99,0.0,1989-01-17 11:19:00,,21.0,26434.0,37.0,2081.99,5002.42,3918.01,1084.41,Good
1111836,6400,6400, 36 months,7.51,199.11,4 years,RENT,54000.0,Charged Off,debt_consolidation,CA,9.44,0.0,2001-08-12 12:33:00,,6.0,18529.0,18.0,0.0,1587.28,1296.1,291.18,Bad
1112033,4000,4000, 36 months,12.69,134.18,10+ years,MORTGAGE,66000.0,Charged Off,wedding,NJ,21.09,0.0,1998-10-28 10:39:00,,11.0,10054.0,29.0,0.0,800.82,563.07,237.75,Bad
1112352,16000,16000, 36 months,14.65,551.91,4 years,RENT,65000.0,Current,credit_card,TX,21.24,0.0,1998-09-13 07:06:00,,17.0,19432.0,43.0,7537.42,11570.37,8462.58,3107.79,Good
1112552,28000,28000, 36 months,6.62,859.71,3 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,TX,15.76,0.0,1987-07-28 07:28:00,,8.0,22480.0,20.0,0.0,29480.44,28000.0,1480.44,Good
1112771,9600,9600, 36 months,17.58,345.05,Not Specify,MORTGAGE,37600.0,Current,debt_consolidation,MI,18.96,2.0,1993-01-27 07:10:00,21.0,8.0,6559.0,22.0,3791.2,8253.36,5808.8,2444.56,Good
1113226,28000,28000, 36 months,18.55,1020.01,< 1 year,MORTGAGE,160000.0,Current,credit_card,CA,12.01,1.0,1998-05-31 12:41:00,18.0,12.0,15969.0,29.0,11100.0,24471.6,16900.0,7571.6,Good
1113673,27575,27575, 36 months,7.9,862.83,6 years,MORTGAGE,83000.0,Fully Paid,debt_consolidation,CA,21.43,0.0,1990-05-13 03:05:00,,20.0,1397.0,58.0,0.0,29924.12,27575.0,2349.12,Good
1113958,16000,16000, 60 months,11.71,353.58,9 years,RENT,38985.0,Current,credit_card,VA,24.53,0.0,1995-06-16 07:49:00,,14.0,16446.0,24.0,10451.1,8821.98,5548.89,3273.09,Good
1114392,3000,3000, 36 months,7.9,93.88,4 years,MORTGAGE,30720.0,Current,debt_consolidation,CO,23.28,0.0,2002-11-06 07:51:00,,10.0,25650.0,29.0,998.75,2339.98,2001.25,338.73,Good
1114693,7000,7000, 36 months,8.9,222.28,4 years,OWN,28000.0,Late (31-120 days),debt_consolidation,IL,19.2,0.0,1987-10-27 09:18:00,,7.0,6908.0,17.0,2951.74,4882.24,4048.26,833.98,Bad
1115074,5000,5000, 36 months,7.51,155.56,< 1 year,MORTGAGE,27200.0,Current,debt_consolidation,MI,14.12,0.0,1998-11-28 02:06:00,,6.0,5718.0,13.0,1656.02,3880.12,3343.98,536.14,Good
1115417,17000,17000, 36 months,7.9,531.94,9 years,MORTGAGE,77000.0,Current,small_business,TX,19.23,0.0,1982-04-26 02:54:00,,12.0,58851.0,48.0,5630.74,13293.46,11369.26,1924.2,Good
1115786,14125,14125, 36 months,13.49,479.27,10+ years,RENT,43000.0,Current,debt_consolidation,CA,24.41,0.0,1993-10-25 07:11:00,,18.0,27814.0,26.0,4952.7,11954.94,9172.29,2782.65,Good
1116044,11000,11000, 36 months,12.12,365.99,1 year,MORTGAGE,82000.0,Fully Paid,debt_consolidation,CA,3.37,0.0,1996-10-12 01:24:00,,2.0,7657.0,7.0,0.0,12755.05,11000.0,1755.05,Good
1116332,18000,18000, 36 months,14.27,617.57,10+ years,RENT,63700.0,Fully Paid,debt_consolidation,NY,17.22,0.0,2004-12-27 10:45:00,,8.0,12828.0,11.0,0.0,21081.73,18000.0,3052.17,Good
1116539,8000,8000, 36 months,7.51,248.89,6 years,MORTGAGE,28000.0,Current,major_purchase,MO,7.39,0.0,2003-09-04 03:10:00,73.0,7.0,4812.0,10.0,2655.31,6201.61,5344.69,856.92,Good
1116856,6075,6075, 36 months,12.42,203.0,8 years,OWN,24000.0,Current,credit_card,MI,22.1,0.0,2005-01-28 12:32:00,,12.0,12964.0,17.0,2108.1,5064.92,3966.9,1098.02,Good
1117188,10200,10200, 36 months,6.03,310.45,6 years,OWN,42000.0,Current,debt_consolidation,MA,17.77,1.0,2001-05-18 09:55:00,12.0,13.0,16803.0,22.0,3899.34,7137.82,6300.66,837.16,Good
1117569,21000,21000, 60 months,21.48,573.81,2 years,OWN,53000.0,Current,other,CA,11.69,0.0,2005-05-01 02:29:00,,3.0,5658.0,3.0,15441.44,13167.5,5558.56,7608.94,Good
1117847,12275,12275, 36 months,10.65,399.84,3 years,RENT,40000.0,Current,debt_consolidation,CA,22.26,0.0,1998-12-30 01:10:00,64.0,7.0,10111.0,20.0,4190.83,9973.44,8084.17,1889.27,Good
1118065,35000,35000, 36 months,12.69,1174.07,3 years,RENT,190000.0,Fully Paid,debt_consolidation,CA,0.13,0.0,1994-11-21 07:40:00,,3.0,136.0,12.0,0.0,36083.63,35000.0,1083.63,Good
1118382,10000,10000, 36 months,7.9,312.91,9 years,RENT,40000.0,Current,credit_card,MA,20.58,0.0,1996-01-16 09:04:00,,4.0,7973.0,15.0,3316.31,7814.83,6683.69,1131.14,Good
1118731,4000,4000, 36 months,13.11,134.99,10+ years,RENT,49000.0,Current,house,FL,8.84,0.0,1998-02-04 04:02:00,,7.0,7059.0,11.0,1518.83,3228.72,2481.17,747.55,Good
1118942,11000,11000, 36 months,6.03,334.8,2 years,MORTGAGE,30000.0,Current,debt_consolidation,MO,9.49,0.0,2004-04-04 07:17:00,,6.0,5770.0,15.0,3576.98,8366.4,7423.02,943.38,Good
1119153,8000,8000, 36 months,11.71,264.61,8 years,RENT,55000.0,Fully Paid,credit_card,KY,20.66,0.0,2000-11-21 08:25:00,,13.0,10129.0,43.0,0.0,9191.68,8000.0,1191.68,Good
1119451,4125,4125, 36 months,7.51,128.34,3 years,MORTGAGE,47000.0,Current,debt_consolidation,NH,10.93,0.0,2001-02-19 09:55:00,,11.0,16626.0,26.0,1374.68,3191.22,2750.32,440.9,Good
1119690,15000,15000, 36 months,14.65,517.42,5 years,MORTGAGE,44000.0,Current,debt_consolidation,MI,20.07,0.0,2000-06-24 02:11:00,,11.0,13843.0,20.0,5308.09,12918.7,9691.91,3226.79,Good
1119935,15000,15000, 36 months,7.9,469.36,1 year,RENT,31200.0,Current,wedding,MA,16.04,0.0,2003-01-10 01:56:00,,7.0,2820.0,18.0,4968.98,11728.72,10031.02,1697.7,Good
1120117,10000,10000, 36 months,12.12,332.72,10+ years,MORTGAGE,55000.0,Current,debt_consolidation,MN,13.51,0.0,2001-02-14 07:21:00,48.0,9.0,7279.0,14.0,6002.1,5317.97,3997.9,1320.07,Good
1120315,35000,35000, 36 months,19.03,1283.5,2 years,MORTGAGE,98400.0,Fully Paid,small_business,CA,15.93,5.0,1999-12-27 04:22:00,20.0,12.0,21816.0,23.0,0.0,44231.08,35000.0,9231.08,Good
1120476,5000,5000, 36 months,7.62,155.81,3 years,RENT,88000.0,Current,debt_consolidation,GA,20.07,1.0,1994-08-10 08:30:00,22.0,9.0,25223.0,19.0,1802.07,3730.8,3197.93,532.87,Good
1120662,12000,12000, 36 months,10.65,390.88,10+ years,OWN,55000.0,Current,debt_consolidation,WY,17.39,0.0,1990-11-14 06:47:00,,7.0,30667.0,18.0,4094.12,9753.52,7905.88,1847.64,Good
1120853,2400,2400, 36 months,9.91,77.34,4 years,OWN,62000.0,Late (31-120 days),debt_consolidation,FL,15.66,0.0,1998-08-05 06:01:00,75.0,7.0,4704.0,19.0,1213.9,1557.61,1186.1,356.58,Bad
1121010,16950,16950, 36 months,12.69,568.59,1 year,RENT,31200.0,Fully Paid,debt_consolidation,FL,16.0,0.0,1999-11-29 07:34:00,,10.0,14069.0,19.0,0.0,18685.73,16950.0,1735.73,Good
1121307,20000,20000, 60 months,17.27,499.96,1 year,MORTGAGE,88000.0,Current,debt_consolidation,HI,8.09,0.0,1990-07-19 11:31:00,,11.0,19466.0,31.0,13986.48,11966.88,6013.52,5953.36,Good
1121700,24000,24000, 60 months,19.03,622.97,10+ years,RENT,90000.0,Current,debt_consolidation,CA,3.63,0.0,2001-11-19 11:07:00,,6.0,8568.0,15.0,17019.25,14872.59,6980.74,7891.85,Good
1122041,13000,13000, 36 months,14.27,446.02,4 years,RENT,73000.0,Current,debt_consolidation,NY,8.27,0.0,1997-12-08 03:36:00,30.0,13.0,12653.0,22.0,4976.75,10682.64,8023.25,2659.39,Good
1122318,8500,8500, 36 months,11.71,281.15,Not Specify,RENT,16594.0,Current,debt_consolidation,AZ,7.95,0.0,2001-06-20 06:41:00,,3.0,8562.0,14.0,2933.04,7010.75,5566.96,1443.79,Good
1122717,7050,7050, 36 months,8.9,223.87,< 1 year,RENT,20000.0,Current,credit_card,TX,13.62,0.0,1998-07-07 01:35:00,,4.0,7704.0,10.0,2570.75,5361.12,4479.25,881.87,Good
1122866,21000,21000, 60 months,19.42,549.62,3 years,MORTGAGE,57000.0,Current,debt_consolidation,FL,16.19,0.0,2007-05-20 11:00:00,,6.0,6266.0,10.0,14612.76,13710.5,6387.24,7323.26,Good
1123062,10000,10000, 36 months,7.51,311.11,< 1 year,RENT,35000.0,Current,credit_card,CA,8.13,0.0,1996-05-18 10:00:00,,7.0,9153.0,14.0,3594.58,7456.32,6405.42,1050.9,Good
1123288,35000,35000, 36 months,17.58,1257.98,10+ years,RENT,417000.0,Fully Paid,small_business,MI,0.72,0.0,2003-09-09 11:02:00,,11.0,21463.0,12.0,0.0,39691.38,35000.0,4691.38,Good
1123691,15000,15000, 36 months,7.9,469.36,< 1 year,RENT,93600.0,Current,wedding,DC,4.85,0.0,2001-10-19 02:40:00,,6.0,4280.0,7.0,5403.82,11258.16,9596.18,1661.98,Good
1123913,21000,21000, 36 months,9.91,676.73,7 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,FL,7.41,0.0,1986-10-08 06:20:00,72.0,5.0,13325.0,22.0,0.0,23634.86,21000.0,2634.86,Good
1124181,10000,10000, 36 months,12.42,334.16,2 years,OWN,110000.0,Current,debt_consolidation,SC,19.76,0.0,1987-04-06 07:50:00,,16.0,36400.0,47.0,3767.93,7999.92,6232.07,1767.85,Good
1124486,6000,6000, 36 months,15.96,210.83,9 years,RENT,150000.0,Current,major_purchase,NJ,16.78,0.0,1982-03-04 07:11:00,52.0,18.0,33977.0,28.0,2336.48,5042.64,3663.52,1379.12,Good
1124809,35000,35000, 36 months,8.9,1111.37,6 years,OWN,110000.0,Current,home_improvement,PA,1.36,0.0,1997-12-10 09:41:00,,6.0,3493.0,17.0,12735.73,26647.92,22264.27,4383.65,Good
1125115,8000,8000, 60 months,13.49,184.04,2 years,RENT,70000.0,Fully Paid,small_business,CA,12.65,1.0,2000-10-25 05:57:00,20.0,6.0,5940.0,22.0,0.0,9154.93,8000.0,1154.93,Good
1125356,10725,10725, 36 months,8.9,340.56,Not Specify,RENT,43200.0,Fully Paid,small_business,CA,7.03,0.0,2004-05-07 09:46:00,,6.0,8944.0,12.0,0.0,11607.81,10725.0,882.81,Good
1125584,8800,8800, 36 months,12.42,294.06,4 years,OWN,40000.0,Current,credit_card,IL,20.13,0.0,2005-01-02 08:33:00,,7.0,11347.0,18.0,3316.36,7039.2,5483.65,1555.55,Good
1125853,7500,7500, 36 months,12.42,250.62,1 year,RENT,33280.0,Current,debt_consolidation,AZ,8.65,0.0,2007-01-05 07:58:00,,5.0,6193.0,9.0,2843.33,6001.29,4656.67,1329.63,Good
1126406,30000,30000, 36 months,16.29,1059.02,10+ years,RENT,105000.0,Current,debt_consolidation,AK,15.45,0.0,2006-09-05 07:59:00,,8.0,11118.0,11.0,11669.72,25394.88,18330.28,7064.6,Good
1126681,8400,8400, 36 months,6.03,255.66,Not Specify,OWN,31200.0,Current,other,CA,13.19,0.0,1984-02-23 12:50:00,,8.0,20109.0,20.0,2976.12,6128.88,5423.88,705.0,Good
1127794,6400,6400, 36 months,9.91,206.24,3 years,MORTGAGE,63800.0,Current,credit_card,CA,6.08,0.0,2004-04-08 07:53:00,,7.0,12558.0,11.0,2361.53,4932.0,4038.47,893.53,Good
1128047,4000,4000, 36 months,16.77,142.16,5 years,RENT,34000.0,Current,debt_consolidation,AR,18.46,0.0,2004-01-09 08:52:00,66.0,6.0,3055.0,15.0,92.92,4813.59,3907.08,906.51,Good
1128394,10400,10400, 36 months,12.69,348.87,2 years,RENT,71000.0,Current,credit_card,WA,10.12,0.0,1988-06-02 12:38:00,,8.0,24217.0,13.0,3890.16,8374.96,6509.84,1865.12,Good
1128725,10000,10000, 36 months,7.9,312.91,10+ years,MORTGAGE,34000.0,Current,debt_consolidation,CA,17.49,0.0,2001-11-21 11:54:00,,11.0,20933.0,28.0,3605.23,7502.25,6394.77,1107.48,Good
1129061,4000,4000, 36 months,6.03,121.75,5 years,MORTGAGE,115000.0,Fully Paid,home_improvement,NJ,6.55,0.0,2000-12-27 10:52:00,,10.0,6544.0,16.0,0.0,4177.6,4000.0,177.6,Good
1129376,18000,18000, 36 months,14.65,620.9,8 years,MORTGAGE,124800.0,Current,credit_card,MN,9.53,1.0,1998-12-08 04:42:00,8.0,12.0,28382.0,27.0,7438.04,14258.85,10561.96,3696.89,Good
1129624,10000,10000, 36 months,10.65,325.74,5 years,RENT,34000.0,Current,debt_consolidation,TX,12.56,1.0,1989-09-27 02:25:00,19.0,5.0,14087.0,9.0,3700.26,7807.68,6299.74,1507.94,Good
1130022,11200,11200, 36 months,9.91,360.92,10+ years,OWN,55000.0,Fully Paid,credit_card,FL,8.51,0.0,2002-11-18 09:57:00,,14.0,10440.0,25.0,0.0,11471.56,11200.0,271.56,Good
1130305,14000,14000, 36 months,9.91,451.15,2 years,RENT,25356.0,Charged Off,small_business,NC,16.56,0.0,1994-08-02 01:22:00,,4.0,0.0,4.0,0.0,928.49,335.17,115.49,Bad
1130572,25000,25000, 36 months,16.29,882.51,10+ years,MORTGAGE,140000.0,Current,debt_consolidation,NJ,9.19,0.0,1991-08-25 01:08:00,52.0,10.0,35180.0,21.0,9727.72,21158.4,15272.28,5886.12,Good
1130823,35000,35000, 60 months,21.28,952.39,< 1 year,MORTGAGE,80000.04,Fully Paid,house,MO,14.47,0.0,2004-01-12 04:05:00,51.0,14.0,19946.0,20.0,0.0,40929.44,35000.0,5929.44,Good
1131018,33000,33000, 36 months,7.62,1028.33,2 years,MORTGAGE,110000.0,Current,major_purchase,FL,5.43,0.0,2007-08-14 07:33:00,,7.0,4315.0,7.0,12816.45,23623.21,20183.55,3439.66,Good
1131430,34475,34475, 60 months,11.71,761.84,7 years,MORTGAGE,73000.0,Current,house,MD,17.19,0.0,1994-03-06 08:04:00,,11.0,21744.0,30.0,23042.35,18268.8,11432.65,6836.15,Good
1131688,9000,9000, 60 months,11.71,198.89,6 years,RENT,70000.0,Current,major_purchase,NY,9.61,0.0,2002-11-19 10:03:00,,5.0,10.0,15.0,6017.04,4763.57,2982.96,1780.61,Good
1132029,10000,10000, 36 months,7.51,311.11,10+ years,MORTGAGE,65000.0,Current,credit_card,MN,19.2,0.0,1994-04-05 02:30:00,46.0,9.0,18917.0,29.0,3597.68,7452.72,6402.33,1050.39,Good
1132251,6000,6000, 36 months,8.9,190.52,3 years,RENT,30499.0,Current,credit_card,WI,18.88,0.0,2001-12-24 06:21:00,,9.0,11876.0,10.0,1976.3,4765.77,4023.7,742.07,Good
1132771,25300,25300, 36 months,9.91,815.3,7 years,MORTGAGE,75000.0,Current,home_improvement,PA,5.63,0.0,2000-02-04 05:22:00,,11.0,2164.0,27.0,9291.87,19549.92,16008.13,3541.79,Good
1132995,5000,5000, 36 months,13.49,169.66,< 1 year,RENT,80000.0,Charged Off,debt_consolidation,FL,9.66,0.0,2005-08-06 07:34:00,,4.0,4070.0,14.0,0.0,1914.72,1186.56,499.94,Bad
1133792,10000,10000, 36 months,12.69,335.45,3 years,MORTGAGE,88000.0,Current,home_improvement,CA,11.55,0.0,2001-05-31 10:47:00,39.0,8.0,5165.0,27.0,3776.65,8031.6,6223.35,1808.25,Good
1134543,14000,14000, 36 months,6.62,429.86,5 years,MORTGAGE,113000.0,Fully Paid,small_business,NC,1.32,0.0,1989-12-04 06:41:00,36.0,15.0,1540.0,36.0,0.0,14562.54,14000.0,562.54,Good
1134817,7700,7700, 36 months,17.58,276.76,2 years,RENT,44000.0,Current,small_business,CA,19.04,0.0,2008-10-19 11:30:00,,6.0,526.0,7.0,3041.32,6619.2,4658.68,1960.52,Good
1135373,5000,5000, 36 months,8.9,158.77,1 year,RENT,62000.0,Fully Paid,debt_consolidation,DC,8.59,0.0,2005-02-08 09:46:00,,4.0,11847.0,4.0,0.0,5578.7,5000.0,578.7,Good
1135763,5000,5000, 36 months,8.9,158.77,3 years,RENT,55000.0,Current,vacation,NH,10.31,0.0,2001-07-29 03:01:00,,4.0,4634.0,15.0,1825.16,3799.92,3174.84,625.08,Good
1136226,14000,14000, 36 months,12.42,467.82,3 years,RENT,32000.0,Fully Paid,debt_consolidation,OH,11.3,0.0,2006-08-05 04:14:00,,8.0,8931.0,9.0,0.0,16144.05,14000.0,2144.05,Good
1136794,14000,14000, 36 months,10.65,456.03,10+ years,MORTGAGE,114000.0,Current,home_improvement,NJ,5.3,0.0,1997-09-18 07:27:00,,5.0,681.0,17.0,5191.6,10916.88,8808.4,2108.48,Good
1137178,12000,12000, 36 months,8.9,381.04,4 years,RENT,34000.0,Current,debt_consolidation,CA,18.07,0.0,1993-07-26 05:05:00,31.0,9.0,11054.0,23.0,4711.57,8756.66,7288.42,1468.24,Good
1137482,3500,3500, 36 months,12.69,117.41,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,IL,13.29,0.0,2002-03-27 12:24:00,,5.0,22630.0,9.0,0.0,3537.4,3500.0,37.4,Good
1137769,11200,11200, 36 months,7.9,350.46,5 years,RENT,35000.0,Current,other,AZ,14.04,0.0,1997-10-19 02:53:00,,7.0,1400.0,11.0,4038.99,8401.2,7161.0,1240.2,Good
1138179,3000,3000, 36 months,10.65,97.72,9 years,RENT,30000.0,Current,car,CA,20.32,0.0,2005-02-09 07:12:00,,9.0,9430.0,24.0,1112.92,2338.8,1887.08,451.72,Good
1138431,10000,10000, 36 months,8.9,317.54,Not Specify,RENT,46000.0,Current,credit_card,CA,20.8,0.0,1988-07-17 06:20:00,29.0,13.0,16224.0,20.0,3926.24,7297.26,6073.76,1223.5,Good
1138771,9000,9000, 36 months,15.27,313.18,7 years,RENT,40000.0,Charged Off,small_business,MD,4.9,0.0,2006-05-06 11:36:00,,7.0,6383.0,10.0,0.0,5479.85,3828.4,1651.45,Bad
1139109,21000,21000, 36 months,12.42,701.73,1 year,RENT,125000.0,Current,debt_consolidation,TX,21.33,0.0,1998-11-14 02:48:00,46.0,11.0,26044.0,27.0,7896.13,16821.12,13103.88,3717.24,Good
1139438,8000,8000, 36 months,17.27,286.3,2 years,MORTGAGE,71000.0,Current,debt_consolidation,TX,16.55,0.0,2002-05-27 08:02:00,,5.0,17647.0,7.0,3143.98,6857.86,4856.02,2001.84,Good
1139611,6000,6000, 36 months,9.91,193.35,2 years,RENT,35000.0,Current,car,NJ,20.57,0.0,2005-09-08 07:58:00,,7.0,4110.0,8.0,2206.78,4632.48,3793.22,839.26,Good
1139871,16500,16500, 60 months,11.71,364.62,6 years,MORTGAGE,85000.0,Current,credit_card,GA,17.86,0.0,1998-04-19 01:12:00,,12.0,10378.0,34.0,11032.12,8737.44,5467.88,3269.56,Good
1140044,6000,6000, 36 months,6.62,184.23,5 years,MORTGAGE,53000.0,Fully Paid,debt_consolidation,CA,4.3,0.0,2006-01-07 10:58:00,,14.0,4386.0,29.0,0.0,6526.94,6000.0,526.94,Good
1140372,18000,18000, 36 months,7.9,563.23,< 1 year,RENT,42000.0,Fully Paid,debt_consolidation,UT,13.71,0.0,2004-01-18 04:28:00,,8.0,14199.0,14.0,0.0,19720.87,18000.0,1720.87,Good
1140581,10000,10000, 36 months,12.12,332.72,5 years,RENT,50000.0,Current,credit_card,OH,23.48,0.0,2006-04-08 09:43:00,,9.0,10885.0,13.0,3748.31,7977.6,6251.69,1725.91,Good
1140849,8000,8000, 36 months,14.27,274.48,2 years,RENT,57000.0,Charged Off,debt_consolidation,NY,12.42,0.0,2003-03-25 10:07:00,,4.0,5469.0,22.0,0.0,2300.43,1297.32,618.44,Bad
1141122,8000,8000, 36 months,15.96,281.1,3 years,RENT,42000.0,Charged Off,credit_card,NY,6.91,0.0,1995-01-06 02:22:00,40.0,10.0,8311.0,31.0,0.0,6329.18,4958.62,1370.56,Bad
1141464,20000,20000, 36 months,8.9,635.07,5 years,RENT,120000.0,Charged Off,debt_consolidation,CA,10.34,0.0,1997-11-28 03:28:00,,8.0,13576.0,26.0,0.0,2538.32,1967.19,571.13,Bad
1141686,20000,20000, 36 months,7.9,625.81,< 1 year,OWN,92000.0,Current,small_business,AL,10.47,0.0,1996-10-27 04:59:00,,10.0,12626.0,11.0,7201.5,15015.12,12798.5,2216.62,Good
1141984,21850,21850, 36 months,8.9,693.81,8 years,MORTGAGE,84000.0,Current,credit_card,TX,13.14,0.0,2004-04-19 08:17:00,,12.0,16168.0,28.0,7956.42,16629.12,13893.57,2735.55,Good
1142280,3600,3600, 36 months,7.9,112.65,6 years,RENT,75000.0,Fully Paid,debt_consolidation,GA,9.28,0.0,1991-03-29 08:30:00,,17.0,20985.0,25.0,0.0,3885.27,3600.0,285.27,Good
1142502,16500,16500, 36 months,19.99,613.12,10+ years,RENT,33716.8,Fully Paid,debt_consolidation,KS,14.44,0.0,1998-08-19 09:32:00,,18.0,15185.0,26.0,0.0,20947.55,16500.0,4447.55,Good
1142773,15000,15000, 36 months,15.31,522.26,2 years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,CA,10.1,0.0,2002-06-29 11:10:00,,7.0,8645.0,21.0,0.0,17402.84,15000.0,2402.84,Good
1143076,5400,5400, 36 months,10.74,176.13,6 years,MORTGAGE,30000.0,Charged Off,debt_consolidation,CA,13.1,0.0,2006-12-05 12:40:00,,9.0,7589.0,16.0,0.0,1581.93,1189.81,392.12,Bad
1143317,13600,13600, 36 months,6.03,413.93,< 1 year,RENT,55000.0,Fully Paid,credit_card,CA,26.24,0.0,2000-11-06 03:27:00,42.0,8.0,16420.0,20.0,0.0,14303.76,13600.0,703.76,Good
1143606,10000,10000, 36 months,13.67,340.18,10+ years,MORTGAGE,50000.0,Current,credit_card,LA,23.02,0.0,2000-11-06 04:36:00,,12.0,14000.0,35.0,3796.96,8161.92,6203.04,1958.88,Good
1143881,10775,10775, 36 months,6.62,330.84,4 years,MORTGAGE,60000.0,Current,debt_consolidation,CA,20.57,0.0,2002-08-28 07:06:00,,10.0,9332.0,24.0,3841.92,7927.68,6933.08,994.6,Good
